2013-08-15 02:48:48,999984,content_pop,23,0
2013-08-15 02:50:20,999984,content_pop,23,0
2013-08-15 02:50:23,999984,content_pop,23,0
2013-08-15 02:55:18,999984,std_pop,34,0
2013-08-15 03:02:00,999985,std_pop,34,1
2013-08-15 03:04:21,999986,std_pop,34,1
2013-08-15 03:04:53,999987,std_pop,34,1
2013-08-15 03:54:56,999989,std_pop,34,1
2013-08-15 03:54:58,999989,std_pop,34,0
2013-08-15 04:09:48,9999100,std_pop,34,1
2013-08-15 06:59:52,110,std_pop,34,1
2013-08-15 06:59:54,110,std_pop,34,0
2013-08-15 07:03:21,112,std_pop,34,1
2013-08-15 07:06:43,113,std_pop,34,1
2013-08-15 07:16:07,114,std_pop,34,1
