2013-09-11 03:45:09,9991,std_pop,61
2013-09-11 03:45:11,9991,std_pop,61
2013-09-11 03:45:12,9991,std_pop,61
2013-09-11 03:45:12,9991,std_pop,61
2013-09-11 03:45:12,9991,std_pop,61
2013-09-11 03:45:12,9991,std_pop,61
2013-09-11 03:45:13,9991,std_pop,61
2013-09-11 03:45:13,9991,std_pop,61
2013-09-11 03:45:13,9991,std_pop,61
2013-09-11 03:45:13,9991,std_pop,61
2013-09-11 03:45:14,9991,std_pop,61
2013-09-11 03:45:14,9991,std_pop,61
2013-09-11 03:45:14,9991,std_pop,61
2013-09-11 03:45:14,9991,std_pop,61
2013-09-11 03:45:14,9991,std_pop,61
2013-09-11 03:45:15,9991,std_pop,61
2013-09-11 03:45:15,9991,std_pop,61
2013-09-11 05:34:27,9991,std_pop,61
2013-09-11 05:34:27,9991,std_pop,61
2013-09-11 05:34:27,9991,std_pop,61
2013-09-11 05:34:28,9991,std_pop,61
2013-09-11 05:34:28,9991,std_pop,61
2013-09-11 05:34:28,9991,std_pop,61
2013-09-11 05:34:28,9991,std_pop,61
2013-09-11 05:34:28,9991,std_pop,61
2013-09-11 05:34:29,9991,std_pop,61
2013-09-11 05:34:29,9991,std_pop,61
2013-09-11 05:34:29,9991,std_pop,61
2013-09-11 05:34:29,9991,std_pop,61
2013-09-11 05:34:29,9991,std_pop,61
2013-09-11 05:34:30,9991,std_pop,61
2013-09-11 05:34:30,9991,std_pop,61
2013-09-11 05:34:30,9991,std_pop,61
2013-09-11 05:38:04,9991,std_pop,61
2013-09-11 05:38:04,9991,std_pop,61
2013-09-11 05:38:04,9991,std_pop,61
2013-09-11 05:38:04,9991,std_pop,61
2013-09-11 05:38:04,9991,std_pop,61
2013-09-11 05:44:43,9991,std_pop,61
2013-09-11 05:44:43,9991,std_pop,61
2013-09-11 05:44:43,9991,std_pop,61
2013-09-11 05:44:43,9991,std_pop,61
2013-09-11 05:44:44,9991,std_pop,61
2013-09-11 00:00:03,9991,std_pop,61
2013-09-11 00:00:03,9991,std_pop,61
2013-09-11 00:00:03,9991,std_pop,61
2013-09-11 00:00:04,9991,std_pop,61
2013-09-11 00:00:04,9991,std_pop,61
